Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Cluster,PCA1,PCA2
1328,Joachim Kayi Sanda,fr FRA,DF,Southampton,eng Premier League,17.0,2006.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.3687799080572725,-1.3043533417441602
1329,Michael Kayode,it ITA,DF,Brentford,eng Premier League,20.0,2004.0,12,6,528,5.9,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.5,12,12,24,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25,1,-1.1015811606116601,-1.1189461371152853
1330,Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,20.0,2004.0,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,8,6,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.21,0.07,0.21,1,-2.313689359978778,-1.6588047835637225
1331,Moise Kean,it ITA,FW,Fiorentina,it Serie A,24.0,2000.0,32,31,2704,30.0,19,3,22,18,1,2,6,0,19.4,17.9,1.9,19.7,42,26,143,0.63,0.1,0.73,0.6,0.7,0.65,0.06,0.71,0.59,0.66,0,6.019889027561082,-1.108975847096949
1332,Michael Keane,eng ENG,DF,Everton,eng Premier League,31.0,1993.0,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,14,3,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,1,-0.9688840712646809,-0.27434548532199315
1333,Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22.0,2002.0,31,25,2096,23.3,2,0,2,2,0,0,4,0,2.5,2.5,1.2,3.7,44,97,85,0.09,0.0,0.09,0.09,0.09,0.11,0.05,0.16,0.11,0.16,2,0.9504988432135842,2.114472600893342
1334,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,27.0,1996.0,27,27,2383,26.5,4,0,4,4,0,0,1,0,1.5,1.5,0.3,1.8,16,139,2,0.15,0.0,0.15,0.15,0.15,0.06,0.01,0.07,0.06,0.07,2,0.4075116530792133,2.503097729229289
1335,Abdoulaye Keita,es ESP,"FW,MF",Getafe,es La Liga,21.0,2002.0,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,1,-3.006691357747178,-1.2867321835042487
1336,Mandela Keita,be BEL,MF,Parma,it Serie A,22.0,2002.0,30,24,1826,20.3,0,2,2,0,0,0,6,1,0.1,0.1,1.0,1.2,13,50,5,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06,2,-0.6345276159215714,1.7858330587542093
1337,Yannik Keitel,de GER,MF,Stuttgart,de Bundesliga,24.0,2000.0,11,2,270,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,2,11,3,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.19,0.18,0.19,1,-2.063138660014737,-1.3881518576184582
1338,Andu Kelati,de GER,"MF,DF",Holstein Kiel,de Bundesliga,21.0,2002.0,8,2,288,3.2,1,1,2,1,0,0,2,1,0.9,0.9,0.8,1.7,3,19,11,0.31,0.31,0.62,0.31,0.62,0.27,0.26,0.53,0.27,0.53,0,1.3137522900081366,-3.5661716236830605
1339,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,25.0,1998.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.560096288399325,0.08310947497277976
1340,Thomas Keller,de GER,"DF,MF",Heidenheim,de Bundesliga,24.0,1999.0,6,2,148,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,-3.067578117435022,-0.8745652440816976
1341,Lloyd Kelly,eng ENG,DF,Newcastle Utd,eng Premier League,25.0,1998.0,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,1,-1.0298246909013986,-1.6892116533199464
1342,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,25.0,1998.0,12,11,1013,11.3,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,10,36,26,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,1,-1.863522394438847,0.3723082960004575
1343,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,19.0,2004.0,15,11,922,10.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.5,5,42,19,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,1,-1.146218543750328,-0.3801431416381148
1344,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,29.0,1995.0,31,30,2615,29.1,0,0,0,0,0,0,6,1,1.6,1.6,1.2,2.7,17,85,4,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,2,-0.051876548885051256,2.9372126573698365
1345,Kenedy,br BRA,"MF,FW",Valladolid,es La Liga,28.0,1996.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,1,-1.990050257690401,-2.3195041883145495
1346,Luca Kerber,de GER,"MF,DF",Heidenheim,de Bundesliga,22.0,2002.0,23,7,783,8.7,2,0,2,2,0,0,4,0,0.6,0.6,0.7,1.3,1,16,12,0.23,0.0,0.23,0.23,0.23,0.07,0.08,0.15,0.07,0.15,1,-0.7555793070911705,-0.7781550380370204
1347,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,20.0,2003.0,38,38,3336,37.1,2,5,7,2,0,0,4,0,0.6,0.5,3.9,4.4,106,159,197,0.05,0.13,0.19,0.05,0.19,0.02,0.1,0.12,0.01,0.12,2,3.270969639634172,4.8249570526579015
1348,Reda Khadra,de GER,"MF,FW",Reims,fr Ligue 1,23.0,2001.0,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,1,-3.05135385142561,-1.0769117787001852
1349,Bilal El Khannouss,ma MAR,"MF,FW",Leicester City,eng Premier League,20.0,2004.0,32,27,2182,24.2,2,3,5,2,0,0,4,0,1.3,1.3,4.6,5.8,73,128,89,0.08,0.12,0.21,0.08,0.21,0.05,0.19,0.24,0.05,0.24,2,2.0076880860625943,2.384815688423314
1350,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,33.0,1991.0,30,10,1118,12.4,1,1,2,1,0,0,4,0,2.3,2.3,2.2,4.4,24,33,53,0.08,0.08,0.16,0.08,0.16,0.19,0.18,0.37,0.19,0.37,2,0.7040553699053017,-0.17477640084082352
1351,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,30.0,1994.0,32,31,2723,30.3,1,1,2,1,0,0,7,0,1.4,1.4,0.6,2.1,12,80,34,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,2,0.25927206050301194,3.0491301389138417
1352,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20.0,2004.0,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,1,-2.7439879614398235,-0.4747354183596168
1353,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20.0,2004.0,13,11,975,10.8,0,0,0,0,0,0,2,1,0.2,0.2,0.3,0.6,2,43,6,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,1,-2.0663047140908977,0.22149326433950062
1354,Kialonda,ao ANG,DF,Lecce,it Serie A,26.0,1997.0,24,24,2144,23.8,0,1,1,0,0,0,3,0,1.1,1.1,0.4,1.6,4,34,5,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.07,0.05,0.07,2,-0.8418191693832656,1.7693768309058524
1355,Kiké,es ESP,FW,Alavés,es La Liga,34.0,1989.0,35,29,2542,28.2,13,0,13,10,3,3,5,1,9.6,7.2,0.9,8.2,25,50,158,0.46,0.0,0.46,0.35,0.35,0.34,0.03,0.37,0.26,0.29,2,3.4678417674381095,1.1747553896634175
1356,Max Kilman,eng ENG,DF,West Ham,eng Premier League,27.0,1997.0,38,38,3348,37.2,0,1,1,0,0,0,5,0,1.6,1.6,1.2,2.8,31,113,6,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,2,0.8349238286272979,4.158283472345253
1357,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,29.0,1995.0,33,32,2847,31.6,3,7,10,3,0,0,4,0,1.8,1.8,7.4,9.2,51,362,77,0.09,0.22,0.32,0.09,0.32,0.06,0.24,0.29,0.06,0.29,2,3.634412610663333,4.193097409319172
1358,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,28.0,1995.0,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.276859531993801,-1.0169366003724156
1359,Joshua King,eng ENG,MF,Fulham,eng Premier League,17.0,2007.0,8,1,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,9,16,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.51,0.22,0.51,1,-0.9701579503586588,-2.7376671397729186
1360,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,32.0,1992.0,28,21,1673,18.6,6,3,9,6,0,0,2,0,6.6,6.6,2.0,8.7,39,29,108,0.32,0.16,0.48,0.32,0.48,0.36,0.11,0.47,0.36,0.47,0,3.165211449791095,-0.4985490930678235
1361,Tom King,wls WAL,GK,Wolves,eng Premier League,29.0,1995.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.305402070696353,-1.0421073358029598
1362,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,21.0,2003.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1,-2.8608150060639077,-0.5361723386110723
1363,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,27.0,1996.0,28,26,2190,24.3,0,1,1,0,0,0,4,2,0.6,0.6,1.3,2.0,16,77,3,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.08,0.03,0.08,2,-0.37143996949950586,2.3219465323055863
1364,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24.0,2000.0,17,10,1122,12.5,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,5,48,1,0.08,0.0,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,1,-1.6004228913414142,0.40920361475098915
1365,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,28.0,1995.0,31,31,2737,30.4,16,7,23,15,1,2,5,1,13.6,11.9,6.2,18.0,45,63,145,0.53,0.23,0.76,0.49,0.72,0.45,0.2,0.65,0.39,0.59,0,5.789761750012502,-0.13592321921595388
1366,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28.0,1996.0,28,20,1838,20.4,1,0,1,1,0,0,5,0,0.3,0.3,0.1,0.4,16,83,26,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.02,0.02,0.02,2,-0.6280738236454708,2.078535779987947
1367,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,25.0,1999.0,34,29,2340,26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,81,105,173,0.46,0.23,0.69,0.23,0.46,0.4,0.19,0.58,0.22,0.4,0,5.1950132100586925,0.930876870679571
1368,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,22.0,2002.0,30,18,1597,17.7,4,5,9,4,0,0,3,0,4.9,4.9,5.2,10.0,53,58,146,0.23,0.28,0.51,0.23,0.51,0.28,0.29,0.57,0.28,0.57,0,3.7563708164820246,-0.5665452137365317
1369,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23.0,2001.0,31,22,1850,20.6,0,1,1,0,0,0,7,0,0.7,0.7,1.3,2.0,16,54,25,0.0,0.05,0.05,0.0,0.05,0.03,0.06,0.1,0.03,0.1,2,-0.4716919248105763,1.7830519019695688
1370,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,26.0,1997.0,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.7895816275343305,2.8739522356920455
1371,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28.0,1996.0,30,30,2586,28.7,3,0,3,3,0,0,3,0,1.7,1.7,0.2,2.0,9,93,4,0.1,0.0,0.1,0.1,0.1,0.06,0.01,0.07,0.06,0.07,2,0.18532350082925328,2.6597480540351484
1372,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,27.0,1996.0,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.9437857728357852,-0.4930232500944216
1373,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25.0,1999.0,14,7,695,7.7,1,1,2,1,0,0,1,0,0.3,0.3,0.5,0.7,7,24,18,0.13,0.13,0.26,0.13,0.26,0.04,0.06,0.1,0.04,0.1,1,-1.10483348800247,-0.6045157716396503
1374,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25.0,1999.0,27,14,1343,14.9,2,2,4,2,0,0,2,0,0.7,0.7,1.6,2.4,36,39,122,0.13,0.13,0.27,0.13,0.27,0.05,0.11,0.16,0.05,0.16,2,0.701035754255501,0.7379465141421896
1375,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26.0,1998.0,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.8326705900644347,1.2375379321833875
1376,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30.0,1994.0,28,28,2295,25.5,2,0,2,2,0,0,11,1,1.6,1.6,0.6,2.1,26,101,31,0.08,0.0,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,2,0.28720122547528926,2.6102122919474056
1377,Koka,eg EGY,FW,Le Havre,fr Ligue 1,31.0,1993.0,16,10,851,9.5,3,1,4,2,1,1,2,0,4.9,4.2,0.6,4.8,0,12,20,0.32,0.11,0.42,0.21,0.32,0.52,0.07,0.59,0.44,0.51,0,1.5152061142418658,-2.604357523475098
1378,Koke,es ESP,MF,Atlético Madrid,es La Liga,32.0,1992.0,32,20,1926,21.4,1,1,2,1,0,0,4,0,1.1,1.1,1.4,2.5,22,132,18,0.05,0.05,0.09,0.05,0.09,0.05,0.07,0.12,0.05,0.12,2,0.23965612429231256,2.3005541984160036
1379,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31.0,1993.0,23,23,1903,21.1,0,2,2,0,0,0,7,0,0.8,0.8,1.8,2.6,52,142,47,0.0,0.09,0.09,0.0,0.09,0.04,0.09,0.12,0.04,0.12,2,0.4922929777672821,2.5117428639974726
1380,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,25.0,1998.0,16,13,1160,12.9,8,1,9,7,1,1,0,0,4.7,3.9,1.6,5.5,21,20,100,0.62,0.08,0.7,0.54,0.62,0.36,0.12,0.49,0.3,0.43,0,3.0104343847070747,-2.2850439462856023
1381,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,25.0,1998.0,10,2,358,4.0,2,1,3,1,1,1,0,0,4.7,3.9,0.9,4.7,8,5,35,0.5,0.25,0.75,0.25,0.5,1.17,0.21,1.39,0.98,1.19,0,5.149250097700532,-6.973627056190107
1382,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,27.0,1996.0,19,17,1307,14.5,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,13,53,16,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,1,-1.3766998702271056,1.1301155912198004
1383,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19.0,2005.0,20,5,654,7.3,2,1,3,2,0,0,1,0,1.1,1.1,1.5,2.6,18,11,46,0.28,0.14,0.41,0.28,0.41,0.16,0.2,0.36,0.16,0.36,0,0.7815418209001169,-1.9170732716630963
1384,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25.0,1999.0,31,30,2560,28.4,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,25,115,3,0.04,0.07,0.11,0.04,0.11,0.06,0.03,0.1,0.06,0.1,2,0.4563463759045084,2.824880512269965
1385,Ismael Konate,ci CIV,"FW,MF",Empoli,it Serie A,18.0,2006.0,12,0,116,1.3,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.2,5,2,7,0.0,0.78,0.78,0.0,0.78,0.15,0.03,0.19,0.15,0.19,1,-0.1460981357543651,-2.3617172140439573
1386,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31.0,1993.0,25,22,2020,22.4,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,20,105,11,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2,-0.6785392625542285,2.495609940960029
1387,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19.0,2005.0,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.225900392040185,-1.0669237990325253
1388,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19.0,2005.0,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,1,-1.2317923517132543,1.1294395233796926
1389,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22.0,2002.0,8,3,360,4.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,2,10,10,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,1,-2.244264244546814,-1.1461937412387067
1390,Ismaël Koné,ca CAN,MF,Rennes,fr Ligue 1,22.0,2002.0,13,4,469,5.2,2,1,3,2,0,0,1,0,0.2,0.2,1.3,1.5,16,30,16,0.38,0.19,0.58,0.38,0.58,0.03,0.25,0.28,0.03,0.28,0,0.6232778855146361,-2.0070922873752854
1391,Manu Koné,fr FRA,MF,Roma,it Serie A,23.0,2001.0,34,31,2572,28.6,2,1,3,2,0,0,6,0,3.4,3.4,1.7,5.0,70,144,50,0.07,0.03,0.1,0.07,0.1,0.12,0.06,0.18,0.12,0.18,2,1.698102244012627,3.0946264565340864
1392,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26.0,1997.0,34,33,2936,32.6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,24,90,11,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,2,0.3932619612296962,3.3523496138345883
1393,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26.0,1998.0,28,23,1994,22.2,3,3,6,3,0,0,3,0,3.9,3.9,2.9,6.8,32,89,127,0.14,0.14,0.27,0.14,0.27,0.17,0.13,0.31,0.17,0.31,2,2.0322866488989617,1.2004387678670636
1394,Kacper Koscierski,de GER,DF,Bochum,de Bundesliga,17.0,2007.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.398064371029258,-1.3427554582948147
1395,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,23.0,2001.0,18,12,1125,12.5,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,13,46,14,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1,-1.7086868144307892,0.6785597906958305
1396,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,26.0,1997.0,18,5,622,6.9,0,1,1,0,0,0,1,0,1.1,1.1,1.5,2.5,7,16,46,0.0,0.14,0.14,0.0,0.14,0.15,0.21,0.37,0.15,0.37,1,-0.3998179429688454,-1.2224601839012634
1397,Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,26.0,1997.0,8,5,507,5.6,1,0,1,1,0,0,0,0,2.7,2.7,0.7,3.3,5,13,39,0.18,0.0,0.18,0.18,0.18,0.47,0.12,0.59,0.47,0.59,0,0.663718791665331,-3.0684100463436415
1398,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,24.0,1999.0,21,4,748,8.3,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,19,23,48,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,1,-1.609149413391344,0.10314612951621413
1399,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,20.0,2003.0,30,28,2468,27.4,0,2,2,0,0,0,4,0,1.0,1.0,1.0,1.9,20,104,8,0.0,0.07,0.07,0.0,0.07,0.03,0.04,0.07,0.03,0.07,2,-0.026647816981203616,2.669554398162326
1400,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18.0,2006.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.3889684720437976,-1.3153741514236228
1401,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25.0,1998.0,32,29,2605,28.9,2,3,5,2,0,0,4,0,1.8,1.8,3.9,5.7,44,165,190,0.07,0.1,0.17,0.07,0.17,0.06,0.13,0.2,0.06,0.2,2,2.362820209919889,3.2479934527838488
1402,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27.0,1997.0,11,8,756,8.4,0,0,0,0,0,0,6,1,0.5,0.5,0.0,0.5,3,12,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,1,-2.281040032938236,-0.18817851724250467
1403,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30.0,1994.0,31,25,2198,24.4,6,2,8,6,0,0,5,1,1.9,1.9,3.6,5.5,56,164,16,0.25,0.08,0.33,0.25,0.33,0.08,0.15,0.23,0.08,0.23,2,2.1862414965765327,2.141330845638759
1404,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,28.0,1996.0,6,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1,-2.6002841096562452,-1.3762687248967025
1405,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24.0,2000.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.9677757465418253,-0.569581653631147
1406,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19.0,2005.0,1,1,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69,1,-0.29276755031663326,-4.3036141648402575
1407,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24.0,2000.0,15,12,885,9.8,4,0,4,4,0,0,0,0,4.8,4.8,0.8,5.6,15,20,68,0.41,0.0,0.41,0.41,0.41,0.49,0.08,0.57,0.49,0.57,0,2.2229423795198766,-2.7761667086514596
1408,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18.0,2006.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.3568229065514013,-1.2814845716541579
1409,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,29.0,1994.0,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,8,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,1,-2.663178212089931,-0.445678526901567
1410,Alex Král,cz CZE,MF,Espanyol,es La Liga,26.0,1998.0,37,29,2714,30.2,0,1,1,0,0,0,1,0,1.5,1.5,1.5,3.0,49,78,79,0.0,0.03,0.03,0.0,0.03,0.05,0.05,0.1,0.05,0.1,2,0.8636590041451362,3.327962355195006
1411,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33.0,1991.0,32,32,2767,30.7,11,8,19,8,3,3,4,0,11.8,9.5,4.3,13.7,75,143,202,0.36,0.26,0.62,0.26,0.52,0.38,0.14,0.52,0.31,0.45,0,5.546527325494606,1.7716148790742936
1412,Frans Krätzig,de GER,"DF,MF",Heidenheim,de Bundesliga,21.0,2003.0,16,15,1217,13.5,1,2,3,1,0,0,1,0,0.6,0.6,1.8,2.5,25,37,57,0.07,0.15,0.22,0.07,0.22,0.05,0.13,0.18,0.05,0.18,1,-0.1722216912614763,0.14123041225278182
1413,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,21.0,2003.0,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.3091578084850313,-1.158624036532315
1414,Tom Krauß,de GER,MF,Bochum,de Bundesliga,23.0,2001.0,14,13,1077,12.0,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.1,16,84,20,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,1,-1.4112420521795899,0.6962315228782766
1415,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25.0,1999.0,28,27,2440,27.1,2,0,2,2,0,0,9,0,1.7,1.7,0.3,2.0,29,144,6,0.07,0.0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,2,0.2900086927444066,2.831034220479503
1416,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,27.0,1997.0,30,28,2513,27.9,5,3,8,5,0,0,4,0,2.5,2.5,3.1,5.6,51,172,162,0.18,0.11,0.29,0.18,0.29,0.09,0.11,0.2,0.09,0.2,2,2.736432880525932,2.8589694233539262
1417,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22.0,2002.0,24,19,1754,19.5,1,0,1,1,0,0,5,0,0.9,0.9,0.3,1.2,19,76,19,0.05,0.0,0.05,0.05,0.05,0.05,0.02,0.06,0.05,0.06,2,-0.6809249796815712,1.5303540676386667
