Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Cluster,PCA1,PCA2
253,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,18.0,2005.0,4,1,118,1.3,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,2,2,17,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,1,-2.805309746826925,-1.335830276311837
254,Marc Bartra,es ESP,DF,Betis,es La Liga,33.0,1991.0,25,23,2099,23.3,2,1,3,2,0,0,2,0,1.2,1.2,0.2,1.4,7,68,1,0.09,0.04,0.13,0.09,0.13,0.05,0.01,0.06,0.05,0.06,2,-0.3379945763683401,1.9377562972830524
255,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27.0,1996.0,38,38,3420,38.0,2,0,2,2,0,0,3,0,1.2,1.2,0.2,1.4,13,71,5,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.04,0.03,0.04,2,0.480013054991781,3.8845700029382653
256,Daniele Baselli,it ITA,MF,Como,it Serie A,32.0,1992.0,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.196673619970384,-0.8558644342931521
257,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24.0,1999.0,35,34,3074,34.2,1,0,1,1,0,0,7,0,1.0,1.0,0.1,1.2,39,116,15,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,2,0.5519227915583936,3.867232979668781
258,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19.0,2005.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.3847091050664186,-1.2961849108433416
259,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25.0,1999.0,33,31,2401,26.7,1,5,6,1,0,0,6,1,0.8,0.8,2.3,3.2,62,162,83,0.04,0.19,0.22,0.04,0.22,0.03,0.09,0.12,0.03,0.12,2,1.7786699218252517,3.3518462393621657
260,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28.0,1996.0,32,32,2880,32.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.7696746298254664,2.9307591569201406
261,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30.0,1993.0,10,3,300,3.3,3,0,3,3,0,0,2,0,1.2,1.2,0.0,1.3,3,8,15,0.9,0.0,0.9,0.9,0.9,0.36,0.01,0.38,0.36,0.38,0,2.44493846020546,-4.108566437058336
262,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28.0,1996.0,25,22,2016,22.4,1,0,1,1,0,0,3,1,0.8,0.8,0.2,1.0,11,51,1,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04,2,-0.829093603914429,1.8630684927952281
263,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24.0,2000.0,11,8,658,7.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,30,7,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,1,-2.3510397321793723,-0.08319337444206476
264,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34.0,1990.0,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2,-0.9342703245670562,2.492144031222118
265,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24.0,1999.0,31,18,1610,17.9,2,1,3,2,0,0,5,0,4.5,4.5,1.3,5.8,37,53,95,0.11,0.06,0.17,0.11,0.17,0.25,0.07,0.33,0.25,0.33,2,1.3810291318385286,0.49695138624445556
266,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,19.0,2005.0,5,2,183,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1,-2.9527634194667467,-1.1181354352897208
267,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,26.0,1998.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.031718990785896,-0.6439770500916671
268,Ihlas Bebou,tg TOG,MF,Hoffenheim,de Bundesliga,30.0,1994.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.2936681218697053,-1.0102576406920905
269,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27.0,1997.0,32,18,1598,17.8,4,1,5,4,0,0,1,0,3.3,3.3,1.2,4.5,37,69,83,0.23,0.06,0.28,0.23,0.28,0.18,0.07,0.25,0.18,0.25,2,1.5611614310145399,0.7214578136656296
270,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29.0,1995.0,22,11,995,11.1,2,1,3,2,0,0,1,1,2.0,2.0,2.0,4.0,51,23,110,0.18,0.09,0.27,0.18,0.27,0.18,0.18,0.36,0.18,0.36,0,1.3585113295896694,-0.5094439184262526
271,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27.0,1997.0,30,28,2445,27.2,0,2,2,0,0,0,2,0,1.4,1.4,0.8,2.2,28,57,38,0.0,0.07,0.07,0.0,0.07,0.05,0.03,0.08,0.05,0.08,2,0.11677993778654158,2.612031360363768
272,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28.0,1996.0,30,30,2531,28.1,2,0,2,2,0,0,7,0,0.7,0.7,0.5,1.2,5,60,2,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,2,-0.2765016159522959,2.6178956126104738
273,Donny van de Beek,nl NED,MF,Girona,es La Liga,27.0,1997.0,26,16,1421,15.8,2,2,4,2,0,0,5,0,1.5,1.5,3.2,4.7,17,45,85,0.13,0.13,0.25,0.13,0.25,0.1,0.21,0.3,0.09,0.3,2,0.9504297230142037,0.2592297895379443
275,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33.0,1991.0,18,0,170,1.9,1,0,1,1,0,0,2,0,2.3,2.3,0.1,2.4,2,4,18,0.53,0.0,0.53,0.53,0.53,1.24,0.06,1.3,1.24,1.3,0,5.091065835276145,-7.226780721764154
276,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,21.0,2002.0,29,17,1591,17.7,8,5,13,8,0,0,2,0,7.7,7.7,3.3,11.0,24,33,124,0.45,0.28,0.74,0.45,0.74,0.44,0.19,0.62,0.44,0.62,0,4.407531771737361,-1.9673867494037818
277,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20.0,2004.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.3738545491065284,-1.2658246869529657
278,Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,es La Liga,19.0,2004.0,5,0,69,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.248233691055765,-1.1239652013340748
279,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20.0,2004.0,22,17,1658,18.4,0,2,2,0,0,0,6,1,0.2,0.2,1.0,1.3,22,73,13,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.07,0.01,0.07,2,-0.7455652555502609,1.345293002925938
280,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20.0,2004.0,6,1,198,2.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.0783720979972413,-0.8726492265748824
281,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30.0,1994.0,22,21,1792,19.9,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,8,69,15,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.05,2,-0.9194627032722452,1.8394047684140473
282,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,22.0,2002.0,29,16,1523,16.9,1,1,2,1,0,0,4,0,0.8,0.8,0.6,1.4,17,37,31,0.06,0.06,0.12,0.06,0.12,0.05,0.04,0.08,0.05,0.08,2,-0.5696777970903444,1.045962982792497
283,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32.0,1991.0,18,15,1436,16.0,0,1,1,0,0,0,4,0,0.8,0.8,1.0,1.8,8,38,5,0.0,0.06,0.06,0.0,0.06,0.05,0.06,0.11,0.05,0.11,1,-1.144416023328376,0.8718986261257385
284,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,22.0,2001.0,4,2,331,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,1,-2.696922734524232,-1.2035858937303394
285,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24.0,2000.0,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,0,5,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.11,0.03,0.11,1,-2.810431603922828,-1.3857823304659371
286,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24.0,2000.0,34,27,2402,26.7,0,9,9,0,0,0,3,0,1.1,1.1,4.7,5.8,83,87,191,0.0,0.34,0.34,0.0,0.34,0.04,0.18,0.22,0.04,0.22,2,2.8000761156763514,2.7962980439982337
287,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26.0,1998.0,35,20,1677,18.6,2,7,9,2,0,0,3,0,1.5,1.5,3.8,5.3,52,43,89,0.11,0.38,0.48,0.11,0.48,0.08,0.2,0.29,0.08,0.29,2,2.2020133257121897,0.9114957179147487
288,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29.0,1995.0,9,6,580,6.4,0,2,2,0,0,0,1,0,0.2,0.2,2.0,2.2,3,24,22,0.0,0.31,0.31,0.0,0.31,0.03,0.32,0.35,0.03,0.35,1,-0.39271830922755563,-1.3197913193576183
289,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21.0,2003.0,31,29,2488,27.6,9,8,17,8,1,2,5,1,11.4,9.9,3.9,13.7,74,199,143,0.33,0.29,0.61,0.29,0.58,0.41,0.14,0.55,0.36,0.5,0,5.377002953451741,1.1542494757519532
290,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19.0,2005.0,5,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.2321867241036304,-1.0879104285821555
291,Andrea Belotti,it ITA,FW,Como,it Serie A,30.0,1993.0,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43,0,0.7834859203590909,-2.232433546592446
292,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25.0,1999.0,34,29,2421,26.9,2,1,3,2,0,0,3,0,1.0,1.0,1.8,2.8,28,152,29,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.1,0.04,0.1,2,0.8041782926531926,3.0280084497481368
293,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23.0,2001.0,33,21,1953,21.7,5,4,9,3,2,3,6,0,5.4,3.1,3.0,6.1,23,64,94,0.23,0.18,0.41,0.14,0.32,0.25,0.14,0.39,0.14,0.28,2,2.1832658324101475,0.610810115126242
294,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19.0,2005.0,33,19,1750,19.4,6,3,9,4,2,2,0,0,5.5,4.1,5.2,9.3,85,122,170,0.31,0.15,0.46,0.21,0.36,0.29,0.27,0.55,0.21,0.48,0,4.189964431608065,0.4426957310343658
295,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26.0,1998.0,18,6,487,5.4,1,1,2,1,0,0,3,0,0.3,0.3,0.6,0.9,4,26,5,0.18,0.18,0.37,0.18,0.37,0.05,0.11,0.16,0.05,0.16,1,-0.6336609421100712,-1.0439279506313393
296,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23.0,2000.0,9,2,214,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,3,12,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,1,-2.387040288262147,-1.245630264660945
297,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26.0,1997.0,23,3,589,6.5,2,1,3,2,0,0,4,0,0.9,0.9,1.0,1.9,6,28,34,0.31,0.15,0.46,0.31,0.46,0.14,0.15,0.29,0.14,0.29,1,0.6063280907761118,-1.6341451729388254
298,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,21.0,2002.0,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,1,-2.958464544769348,-1.4242083561147472
299,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26.0,1997.0,6,4,300,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,8,23,12,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,1,-2.5274391555241835,-0.6476045019447068
300,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,26.0,1997.0,12,8,646,7.2,0,2,2,0,0,0,2,0,0.1,0.1,1.8,1.9,14,72,8,0.0,0.28,0.28,0.0,0.28,0.01,0.25,0.26,0.01,0.26,1,-0.4814654718603113,-0.5628955235848693
301,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28.0,1995.0,13,9,735,8.2,1,3,4,1,0,0,0,0,2.0,2.0,2.1,4.0,41,32,109,0.12,0.37,0.49,0.12,0.49,0.24,0.25,0.49,0.24,0.49,0,1.9597650076041269,-1.6288840908346658
302,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29.0,1995.0,31,23,2022,22.5,1,6,7,1,0,0,6,0,1.3,1.3,3.2,4.5,26,128,58,0.04,0.27,0.31,0.04,0.31,0.06,0.14,0.2,0.06,0.2,2,1.3740783634375633,2.02296844192723
303,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29.0,1994.0,10,3,329,3.7,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.8,2,23,5,0.27,0.0,0.27,0.27,0.27,0.2,0.01,0.21,0.2,0.21,1,-0.7810666791244817,-1.8529119598377348
304,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27.0,1997.0,26,21,1645,18.3,2,0,2,2,0,0,9,0,1.3,1.3,0.4,1.7,28,100,34,0.11,0.0,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.1,2,0.0203149264825927,1.6545294008262592
305,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,31.0,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.151608821372024,-0.7672483751671315
306,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20.0,2003.0,25,22,2011,22.3,1,0,1,1,0,0,6,0,0.9,0.9,0.4,1.2,9,131,0,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,2,-0.5498329960265842,2.0518688037056467
307,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34.0,1990.0,30,22,2044,22.7,0,2,2,0,0,0,5,0,0.6,0.6,2.2,2.8,43,161,66,0.0,0.09,0.09,0.0,0.09,0.02,0.1,0.12,0.02,0.12,2,0.761503966698189,2.9750385502601517
308,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29.0,1995.0,36,28,2339,26.0,6,7,13,6,0,1,5,0,6.8,6.0,5.0,11.0,65,78,216,0.23,0.27,0.5,0.23,0.5,0.26,0.19,0.45,0.23,0.42,0,4.450977705818111,1.4216485128578524
309,Sander Berge,no NOR,MF,Fulham,eng Premier League,26.0,1998.0,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1.0,29,124,9,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,2,-0.23790966849786285,2.96394002517779
310,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18.0,2006.0,27,11,1212,13.5,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,33,49,31,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,1,-0.85620341176949,0.7913706405251573
311,Medon Berisha,al ALB,MF,Lecce,it Serie A,20.0,2003.0,17,7,716,8.0,0,1,1,0,0,0,5,0,0.7,0.7,0.6,1.3,13,42,17,0.0,0.13,0.13,0.0,0.13,0.09,0.07,0.17,0.09,0.17,1,-1.181079164151676,-0.4606465825329893
312,Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26.0,1998.0,11,3,333,3.7,1,1,2,1,0,0,1,0,1.0,1.0,1.0,2.0,2,7,18,0.27,0.27,0.54,0.27,0.54,0.26,0.27,0.54,0.26,0.54,0,1.1843288953455338,-3.230235385291877
313,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,26.0,1998.0,2,0,40,0.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,0,8,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,1,-1.5128631586168082,-2.7774827023457025
314,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23.0,2001.0,21,18,1453,16.1,1,1,2,1,0,0,1,0,1.3,1.3,1.1,2.4,37,115,20,0.06,0.06,0.12,0.06,0.12,0.08,0.07,0.15,0.08,0.15,2,-0.01396398298284271,1.1967101221386187
315,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17.0,2007.0,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,1,-3.0065720101594406,-1.1121126977412328
316,Bernardo,br BRA,DF,Bochum,de Bundesliga,29.0,1995.0,21,19,1782,19.8,0,0,0,0,0,0,5,0,0.7,0.7,0.7,1.4,14,100,14,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,2,-0.8284608613078113,1.8487503567099126
317,Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31.0,1993.0,10,1,212,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,4,8,23,0.0,0.42,0.42,0.0,0.42,0.12,0.17,0.29,0.12,0.29,1,-0.5220563633909724,-1.835545032104938
318,Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31.0,1993.0,14,9,699,7.8,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,14,36,0.0,0.13,0.13,0.0,0.13,0.02,0.09,0.11,0.02,0.11,1,-1.5111898782091435,-0.13416663086292055
319,Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26.0,1998.0,11,9,763,8.5,0,0,0,0,0,0,4,1,0.1,0.1,0.0,0.1,7,41,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,-2.3335262673693444,0.2419907483315795
320,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,25.0,1999.0,14,7,594,6.6,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.2,7,29,22,0.15,0.0,0.15,0.15,0.15,0.12,0.07,0.19,0.12,0.19,1,-0.9853078682137145,-0.9571526057800247
321,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,de Bundesliga,25.0,1998.0,19,15,1263,14.0,7,2,9,7,0,0,3,0,4.1,4.1,1.3,5.5,25,33,72,0.5,0.14,0.64,0.5,0.64,0.29,0.1,0.39,0.29,0.39,0,2.6337087341487546,-1.6141239975544743
322,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,21.0,2002.0,30,29,2482,27.6,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,40,70,78,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,2,0.29162813644788077,2.9001725985478624
323,Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,28.0,1995.0,30,29,2565,28.5,5,2,7,5,0,1,11,0,4.0,3.0,3.7,6.7,29,143,111,0.18,0.07,0.25,0.18,0.25,0.14,0.13,0.27,0.11,0.24,2,2.320325909069559,2.366773570490621
324,Juan Berrocal,es ESP,DF,Getafe,es La Liga,25.0,1999.0,19,11,1063,11.8,0,0,0,0,0,0,8,1,0.4,0.4,0.0,0.4,1,25,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1,-2.028400725202752,0.4948611450649669
325,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26.0,1998.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.031718990785896,-0.6439770500916671
326,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,25.0,1999.0,12,0,212,2.4,0,1,1,0,0,0,0,0,0.9,0.9,0.4,1.3,5,8,20,0.0,0.42,0.42,0.0,0.42,0.38,0.16,0.54,0.38,0.54,0,0.5589160790042481,-3.0992892538963694
327,Beto,gw GNB,FW,Everton,eng Premier League,26.0,1998.0,30,15,1534,17.0,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,0,3.093861191948118,-1.8193494846901037
328,Sam Beukema,nl NED,DF,Bologna,it Serie A,25.0,1998.0,35,33,3012,33.5,0,1,1,0,0,0,1,0,1.5,1.5,0.9,2.4,27,153,9,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.07,0.04,0.07,2,0.6235773327832734,3.8480929792436225
329,Alessandro Bianco,it ITA,MF,Monza,it Serie A,21.0,2002.0,34,29,2600,28.9,1,0,1,1,0,0,9,0,1.3,1.3,1.2,2.5,35,125,24,0.03,0.0,0.03,0.03,0.03,0.04,0.04,0.09,0.04,0.09,2,0.4574704919915168,3.116193454573092
330,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,21.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.356723079707768,-1.2313387448119633
331,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21.0,2003.0,16,16,1228,13.6,13,2,15,12,1,2,0,0,11.3,9.7,4.5,14.2,14,24,110,0.95,0.15,1.1,0.88,1.03,0.83,0.33,1.16,0.71,1.04,0,7.264353595528168,-5.619071330404445
332,Jaka Bijol,si SVN,DF,Udinese,it Serie A,25.0,1999.0,34,34,2963,32.9,1,0,1,1,0,0,13,1,2.0,2.0,0.6,2.6,22,98,10,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.08,0.06,0.08,2,0.4277158258832585,3.3614302309322666
333,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,de Bundesliga,22.0,2001.0,12,3,356,4.0,2,1,3,2,0,0,0,0,1.6,1.6,1.1,2.8,6,7,25,0.51,0.25,0.76,0.51,0.76,0.41,0.29,0.7,0.41,0.7,0,2.875110921614424,-4.4918744722908155
334,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,28.0,1996.0,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82,1,0.3681953788426575,-3.295921289870418
335,Philip Billing,dk DEN,MF,Napoli,it Serie A,28.0,1996.0,10,1,197,2.2,1,0,1,1,0,0,1,0,1.5,1.5,0.1,1.7,1,5,8,0.46,0.0,0.46,0.46,0.46,0.71,0.05,0.76,0.71,0.76,0,2.2002968213532816,-4.977783848735736
336,Cristiano Biraghi,it ITA,DF,Torino,it Serie A,31.0,1992.0,15,13,1158,12.9,0,0,0,0,0,0,0,0,0.5,0.5,2.7,3.1,24,36,49,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.24,0.04,0.24,1,-0.6751111242564247,0.37391989765704453
337,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,31.0,1992.0,8,5,433,4.8,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,3,15,17,0.21,0.0,0.21,0.21,0.21,0.03,0.06,0.1,0.03,0.1,1,-1.4700567474964212,-0.9941173544441237
338,Samuele Birindelli,it ITA,"DF,MF",Monza,it Serie A,25.0,1999.0,21,18,1468,16.3,3,0,3,3,0,0,2,0,2.1,2.1,1.4,3.5,40,35,100,0.18,0.0,0.18,0.18,0.18,0.13,0.09,0.22,0.13,0.22,2,0.735345819358822,0.46662106157078914
339,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,19.0,2005.0,31,30,2559,28.4,5,2,7,5,0,0,5,0,2.2,2.2,3.6,5.9,47,138,102,0.18,0.07,0.25,0.18,0.25,0.08,0.13,0.21,0.08,0.21,2,2.20437511581663,2.4664857988483084
340,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,27.0,1996.0,28,16,1408,15.6,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,75,3,0.13,0.0,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,2,-0.5904848768338203,1.1859485326582555
341,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,30.0,1993.0,27,10,982,10.9,2,1,3,2,0,0,3,0,1.6,1.6,1.6,3.2,19,64,38,0.18,0.09,0.27,0.18,0.27,0.15,0.14,0.29,0.15,0.29,2,0.6513338490847935,-0.2661098509039095
342,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,19.0,2005.0,17,15,1336,14.8,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.8,3,16,0,0.07,0.0,0.07,0.07,0.07,0.05,0.0,0.05,0.05,0.05,1,-1.5802377115385442,0.3256235733274027
343,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,33.0,1991.0,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.7336050222202369,3.0525885106110717
